id,summary
834713,Added an item for a player to teleport to easily save coordinates with consuming ender pearls
851513,Removes the realms button from versions of Minecraft it doesn't support [1.7.10-1.18.2]
406481,Mod will change the craft of bakery products  /  Мод усложнит крафт хлебобулочных изделий
916227,"This mod adds classic Spanish omelette and a beetroot version, along with a craftable frying pan as a weapon."
428252,Fabric port of the mod VanillaTweaks
434076,"Companion to smoker and blast furnace for smelting stones, sands, bricks, and more. Request from BluKat."
382627,"Want some smooth coupling action? Yea', we've got that!"
889215,"This mod adds a twitch bot integration to minecraft that allows you to see Twitch Chat in the in game chat window with user badges, name text colour matching Twitch, and twitch emotes."
963210,The mod allows you become a vampire
919610,Adds easy-to-use magnet items and blocks to make gathering dropped items easier. Upgrade your magnet to make it reach further out.
529919,🔋 Allows creepers to spawn charged in order to increase the game's difficulty.
631220,Did you ever thought that Lodestones should be more useful? Then this mod is for you.
677580,Adds a restart command to dedicated servers.
487141,A dead-simple mod that adds an armor toughness bar
918784,Fabric and Quilt Mod that adds an equivalent to `/forge tps` command
596512,"Curses are no longer easy to spot, they're hidden now. Prepare yourself for some surprises."
686179,A mod that allows the player to quick stack items to nearby chests
544237,A book that can morph in anything you put in it. Done properly.
575692,"Fabric Reinforced Obsidian adds the reinforced obsidian, which is a wither-proof block, that is, it can't be damaged by explosions, not even ones from the Wither."
843483,A plugin style HUD mod for fabric server & client. 
568423,Allows for double handed fighting styles without breaking the combat
356673,Adds potions that are also bees.
594052,"Bookshelves, crates, secret doors, and more! Simple, functional, decorative blocks for all your building and storage needs (some assembly required)"
476225,"Grass blocks, grass slabs, leaves, leaf carpets and more in every modded or vanilla biome color!"
649050,Delivering a package? Consider pigeon mail!
300672,Enable time traveling in Minecraft!
530618,"🐍 Extract poison from cave spiders, pufferfish and bees with an empty glass bottle."
502824,More Bricks From Blocks
574902,Let's you copy screenshots to your clipboard
959591,Hide only the HUD using F1
963421,Let your players vote and get rewards
541191,🔥 Disables the default firespread and makes fire go out after a configurable delay.
614844,This saves you from approaching death
420103,Simple Elevators for Fabric
964401,Space Cube is a mod that creates space in another dimension
382410,"follows minecart's direction, like boats"
939558,Wandering Traders will occasionally sell spawn eggs.
544608,Provides an easy to access configuration screen for all installed mods on Fabric
502158,Prevents player sleeping but adds an Overworld Respawn Anchor to set your spawn point.
576928,"🍲 [PvP Mod] Soup heals hearts. Adds recipes for chocolate milk, cactus soup and stew."
393760,peaceful than normal
582916,"A new enchantment for jumping while in midair. Not once, not twice, but three times!"
437526,Fixes inability to shift-scroll on macOS.
539606,🎲 Gives new shulker spawns a random shell color based on a configurable list.
628355,A mod that adds worms as origins
529926,"🥛 Allows sheep, llamas, pigs, donkeys, horses and mules to produce a bucket of milk."
573693,Soaring Islands with structures
633052,Adds a clay bucket for early game.
527322,🧟‍♂ Prevents zombies from targeting and breaking down doors.
692108,Stop forcing Villagers out of their dreams and beds at night.
599423,Mod that stops players' attack cooldown from resetting when they switch items.
529923,🐮🍄 Adds a chance for mooshrooms to spawn naturally everywhere in place of a cow.
507246,"A mod that adds ore-bounded tools, armour and more."
523391,Hunger-based flight for survival. With client-side flying mechanics tweaks
550966,🍄 Mushrooms can be placed on the surface in daylight and in any brightness.
857581,"A vanilla-style mod that adds new armour, reworks armour mechanics, and extends on armour trims."
517388,Faster crafting with the recipe book
528385,🎲 Gives new sheep spawns a random wool/fleece color based on a configurable list.
566138,Display a list of villager's trading offers as a HUD.
364618,"Spinnery is a modern, feature-complete GUI library for Minecraft 1.15 and 1.16."
645402,Customise your tools like Tinker's Construct for Fabric 1.17.1～
784728,24 note keyboard mini piano 
394829,Adds an enchantment that prevents items from burning in lava and fire.
469474,Easy update-checker for Fabric mods.
493954,A fabric 1.17 port of my Oak's Simple Ores Mod project
929318,Selection of weapons heavily inspired by the game Fell Seal:Arbiters Mark
527588,🕸 Breaks spider webs/cobwebs with a configurable delay when walking through.
568328,Fabric port of Rohzek's mod: Actually Useful Smithing Table
941275,Adds an adorable new mob to Mushroom Islands!
985859,A Create Add-on that allows you to gather Nether resources without the need of the Nether itself
539835,"🌾 Faster crop block breaking, increased hoe radius and the ability to un-till soil."
634611,Sit in Fabric!
676845, Adds a highly-configurable zoom key for Fabric. Maintained fork of OkZoomer v4. 
839333,Boss music for fabric
915687,Adds the ability to mine Reinforced Deepslate
495286,A sword with a laser blade
891784,Vanilla-friendly guns for Fabric
639089,Adds Among Us Plushies to Minecraft!
394771,A lightweight fabric gun mod
658094,Helpful Features for Hypixel Skyblock for Fabric 1.17+
657056,Allows the player to ride llamas using a saddle.
531461,🚪 Automatically opens doors around the player and closes them with a configurable delay.
480543,Changes the item rendering behavior on the client side
638505,A port of MrCrayfish's Controllable Mod
567316,Egg cooking mod 
534559,"Adds flooring block, wood, metal and more (iron,gold,diamond...)"
529922,🐮🍄 Allows both red and brown mooshrooms to spawn naturally in their biome.
550249,Bring the magic of Equestria into your Minecraft world!
523864,A client side fabric mod to help you to breake bedrock easily !
912400,"Gives life and powers to the land, sea, caves, nether and end."
877942,Just a mod for a clear coordinates overlay.
961314,Adds several horse armors.
560338,Add IndustrialTNT like from old IC2 mod which keeps items after explosion and helps to mine resources.
847583,Makes adding new pottery sherds easier
624696,Unofficial port of Charging Gadgets | Charge your gadgets with this neat generator
341600,Connect Minecraft chat and Twitch chat!
323210,The replacement for all your ugly duct tape. Wrap your blocks and gift them to your friends!
640722,New mod based on LittleMaidMob.
779695,Adds the swordsman origin to the origins mod
394004,Create end portal frames in survival (Balanced)
357620,Leaves have no collision box now
419550,Adds the ability to walk around while in inventories.
538627,"Fabric 1.19, 1.18 & 1.17 mod to add Copper Golems"
362292,It's mod for Server or Client 
663641,A Fabric Port of Retro64
550889,📸 [Client] Takes a screenshot every time an advancement is achieved. Document your progress!
817129,Adds coin loot to Minecraft
992601,Add bubbles above players heads when they send a message in the chat.
303801,A Minecraft mod to restrict aspects of the F3 debug menu
529666,📑📕 Allows the creation of books with 9 paper.
643812,"Adds fried eggs, plus other egg-related features"
629183,A (WIP) mod that attempts to add everything (or at least close to) from Terraria into Minecraft
818471,"A long forgotten sword, able to harness and manipulate the energy of ancient mobs."
855060,"Adds the awesome new music disc Relic, which released with 1.20!"
699659,Gems to give you buffs and abilities!
405925,A mod adding new weather events!
632699,Caches opened containers and allows you to search trough them via an in-game menu
396466,A simple magnet for fabric 1.16/1.15! Continuation of the FabricMagnet mod by TheRealp455w0rd
870504,Simple Health Bar mod that changes the way your health is displayed
956995,Adds multiple lofi editions of existing Minecraft discs!
930469,"Additional placement states for many blocks, including vertical slabs and stairs"
852217,"They fished with their hands, improved fishing rods, fish traps, homemade fishing rods and etc."
475001,A Fabric port of NarcolepticFrog's Redstone Multimeter mod
610281,Tiny Chests - an interesting alternative to backpacks
315547,"Enhance your Minecraft world with the Hospital Mod Facilities pack, part of the Hospital Mod Minecraft mod project by Leon90. "
332547,Minimalistic Functional Unit Plates for the modern Minecrafter. Not a mod by Vazkii.
527896,🕷 Spiders and cave spiders can periodically produce a cobweb/spiderweb when a player is close.
528272,"🏗 When breaking a scaffolding block, all chained blocks will drop at the block's position."
291855,Have a factory in your inventory !
529921,🧟‍♀️🌾 Allows changing the default chance a zombie spawns as the villager variant.
547700,Adjusts water physics when digging sand near water to prevent ugly.
653025,Weapons and Tools made from wood variants
412621,Configurable void
822690,How many times did you die?
550257,"Some Ordinary Client Sided Tweaks,"
394044,Blends together vanilla fluid mechanics with something a little more realistic plus some small additions
542187,"Create mob spawners in a balanced, vanilla way"
714245,"Potato product, Projectable Foods"
580430,"With a shears, cut out the pockets of the villagers and steal their loots! (Compat More Villagers)"
888903,"[Fork] Adds different kinds of stations into Minecraft, e.g. Crafting Station"
563525,"Adds coal piece, charcoal piece, and charcoal block"
902823,A Fabric port of EnnuiL's Ok Zoomer
527997,"A simple Fabric mod that shows the coordinates of the location a player died in the death screen, and adds a button to copy the location to clipboard"
644859,Client side mod to make developing my mods and modpacks more easily
494318,Adds copper gear that oxidizes!
503115,Very Ikisugi Better Game Menu
242120,"Adds various armors, blocks, foods, items, ores & tools"
575694,🟪 Allows Shulkers to drop two or more shells and ignore their default drop chance.
557897,Fix of the bug MC-121706
849197,Adds new explosives to destroy the entire world!
649352,Adds a bunch of accessories from Terraria into Minecraft!
523218,Adds 20 new sets of armor to the game!
899718,Make Phantoms Less Annoying! (A fork for 1.20.1)
576046,What if there was a stronger variant of Netherite but from the end? Well this mod shows you what it would be like.
502646,Adds an inventory crafting table and a normal portable one.
468617,Its a little fun mod about guns which shoots vegetables!
460491,Some Baked Foods
250611,(Client side) Show Speed / Jump / Max health of horses !
857563,"A vanilla-style mod that adds Spears, expands on Shields, and reworks melee combat & mining tools."
881761,Adds simple vanilla-like machines that enable automating your world
72061,Adds a replacement for xycraft fabricators
538295,Deprecated and no longer supported! Features ported to Spelunkery mod
916977,A mod that adds a dragon nest structure to The End.
900034,Minecraft Gun Mod Updated Daily
423944,Poneglyph structure spawns randomly in world. Craft a personal Road Poneglyph with a message!
531273,"😭 Ghasts drop their tears periodically when a player is close, allowing sustainable farming."
529673,🔮 Spreads (nether) blocks to the overworld around nether portals in a configurable radius.
877375,Add Capybara and new structure !
433362,"FabricWarps is a small, server-side Fabric mod that adds /warp command and its counterparts"
670779,Simple mod for easier nether portal linking
827335,Give your vanilla swords some useful teleporting mechanics!
535914,This mod makes food crafting a little bit more realistic.
549133,Tears be gone - stop breaking your tools
575220,Adds the Farlands into 1.18.1 fabric and 1.16.5 forge.
531296,🍾 Allows players to breathe in empty glass bottles under water for more oxygen.
484242,Rewrites terrain generation components to improve their visual results.
541186,🧟‍♂️ Allows giants to spawn naturally with custom AI (based on zombies) and other tweaks.
428453,Because repairing with Netherite Ingots is too expensive!
547861,🟣 Allows the creation of nether portals with crying obsidian blocks.
633694,"A fabric port of the OpenBlocks Elevator, updated for 1.18.2 and up"
473051,Each player has their own mob cap (of 70 by default)
527818,☠ Adds a chance for strays to spawn naturally everywhere in place of a skeleton.
561280, MySQL JDBC Driver for Minecraft
501539,The best-sounding mod you'll ever hear. Uses raytracing on sounds.
405990,"Nicephore is a Minecraft mod which convert any screenshot taken to JPEG, and add some useful tools to share these screenshots "
664937,"Sniffer, Rascal and Tuff Golem from the 2022 official Mob Vote"
530019,🏜 Adds a chance for husks to spawn naturally everywhere in place of a zombie.
635776,This mod adds Ants with features surrounding them
413439,Put mobs into buckets
318894,Load global data packs that apply to all worlds.
413313,Those gosh darn crashlogs not saying which worldgen feature is crashing!
826901,Adds slime armor and items with cool abilities
970639,"Whenever you die you lose a heart, if you lose all of them you will be forced to go into spectator mode"
498812,Enjoy your copper armor and tools!
484135,A farming experience for the Origins mod!
1005193,Partial UNOFFICIAL port of Create: Connected
581838,Customize your creative tabs with JSON!
709949,Makes creepers slightly more interesting and slightly less infuriating.
459932,This mod adds some new ores that drops items or food. It's configurable from the configuration file. Works on the overworld and in the nether
536752,"💰 Patches the anvil to set the default level cost, material cost and percentage repaired."
721804,Adds sleep-related game rules like disabling skipping the night and sleeping in bed with nearby monsters.
429651,A way to mix and match slabs as you want!
681496,"Iron, Golden, Diamond, Emerald and Netherite Bows."
432819,Turn Rotten Flesh into Zombie Jerky with the Smoker
425940,Adds Quicksand to your world!
520860,A simple Fabric mod to allow players to crawl through 1-block gaps 
711681,Turn your rotten flesh to leather!
527675,🔔 Makes the village bell item craftable via a recipe.
531299,🍾 Allows the creation of experience bottles (bottles o' enchanting) from your own gathered xp.
601932,A small collection of useful elytra controls such as easy takeoff and enabling/disabling elytras.
324900,"A mod that adds additional sets of armor and tools into Minecraft, with vanilla-styled textures!"
628507,This mod allows you to use the /home set and /home return commands. 
701458,Hibernal Herbs celebrates the holidays with a little bit of mystic arts! Collect herbs and other ingredients to make the perfect holiday feast!
353648,Adds the void fog that was originally removed in Minecraft 1.8
622081,Adds a Sloth mob to jungles that acts as a renewable source of saplings
392599,an alternative to furnaces
645045,Sneak to grow Trees!
704857,"A MC Mod, was over 660+ Items/Blocks etc. added in your world"
809034,Adventure-style item drops. This mod adds new drops to animals and enemies with a 20-40% chance to provide enough loot to survive while traveling.
528048,☃️ Hitting mobs with a snowball will freeze them for a configurable amount of time.
330417,The sound of trumpets echoes through the night...
413078,"Dream's Minecraft manhunt, built from the ground up for the Fabric Mod Loader."
700711,Create your own villager trades
450465,Data-driven world generator
834893,An exploration and adventure challenge mod for 1.19 and 1.20 Fabric
315804,"Fixes Infinity Enchant (Allows Infinity on Crossbow, no more need for Arrows, and Mending + Infinity)"
638507,"A vanilla-friendly ore centered around lava, fire, and everything hot! Now available for Fabric!"
891693,"Upon killing the dragon, this mod gives all the players the ""Free The End"" advancement"
654253,A small mod adding some Stone Mason themed decorations.
665739,Adds an Exp Ore to every dimension
514337,"Contains an assorted group of additions based around technology, machines, and logic."
604161,classic combat for fabric
585625,"hammers, crooks, composter produces dirt, lava production and more"
844758,Like the Secret Rooms Mod but for Fabric!
242844,"Makes torches and lanterns temporary, burning out with time. Can also be configured to require torches be lit after placement."
871979,Many More Ores adds 15 new unique ores to the game!
895322,Rediscover the Deep Dark of Minecraft !
301299,More water features!
696342,Allows you to see your hunger bar on vehicles
596687,A Fabric Minecraft mod that adds logic gates and latches to the game.
531135,TR's Addon
539610,"🎲 Randomizes the flowers spawned by bonemeal, allowing all (modded) types to spawn everywhere."
579853,Make player able to drop TNTs when fall-flying
571502,Discord style chat emotes for Minecraft chat.
596942,Encourages path building by making you run faster on certain blocks such as path blocks.
318348,Saves stats on death & modifies default health
654045,A very simple mod that adds scythes to Minecraft!
546743,Add mediaval entity in your Minecraft world 
854004,Make cats jam to jukebox music with this client-side mod
904671,Now you can eat these delicious axolotls!
689824,"This 1.20 will add Bamboo blocks, boat,, camels, signs and more."
619983,An unofficial fork of the Wall-Jump! mod which supports 1.18 on Fabric.
556493,Pauses servers when all connected clients are paused. Fabric version.
583242,"A Fabric port in 1.18.2, 1.19.4, 1.20.6 of the Potion Fingers mod by Vazkii. Add potion effects by equipping potion rings."
688450,A compatibility bridge between Trinkets API and dynamic light mods such as LambDynamicLights.
596272,Improves the visuals of dropped items!
292373,"Rare qualities appear on weapons in world, waiting for someone to take them."
945609,The mod adds vanilla small stairs. Small Stairs's Addon
410278,Позволяет использовать AE2 по новому! / Allows you to use AE2 in a new way!
422561,"This mod adds Gilded Netherite, it increases the power of a regular Netherite armor and tools and protects you from Piglin aggravation."
646867,Generate structures or perform actions instantaneously.
335918,This mod adds the 1.8 crafting recipe for the Enchanted Golden Apple back into the game!
637807,"Several treasures, curses, protections and much more new enchantments for your playing style."
358058,Mount your llama and ride into the sunset. 
409766,Fortune and looting enchantments grant additional experience
535845,Removes moved too quickly test and others.
929262,Get Injured and take care of yourself or others
517673,Add Simple StorageBox for Fabric
962362,Wireless energy networks - Fabric port
972015,Keeps your xp on death.
308976,Add an item which opens crafting menu
936659,Embark on a mythical journey to acquire the legendary Orpheus Lyre
699880,Adds a bag that when used gives you 10 random items or blocks
469003,Just Another Mining Dimension 
981172,An ring that give you lift and wall climbing
676747,Helps to aim while mining and attacking mobs. Designed for new players
981592,"structure, structure, beautiful world!!!"
860307,Returns crafting enchanted golden apple [1.14.4 - 1.20.6]
822057,World Border Expands Per Minecraft Day
510523,Conveyors with all attachements
528061,"🔮 Allows the creation of smaller nether portals, specifically 1x2, 1x3 and 2x2."
453519,"Modifies mobcaps, etc. in the original enum (highly compatible)"
908145,Flower Seeds 2 - Fabulous Flowers
411207,Simple planes which you can fly with for fabric modloader.
629449,This mod adds more uses for leaves and other plants!
528380,"🌱 Automatically replants/replaces/reseeds crops harvested with a hoe by using the drops. Works with wheat, carrots, potatoes, beetroots, netherwart, cocoa beans and modded crops."
378201,Accelerates the growth of plants and saplings
667727,Mystical Nature is a mod allow growing your resources with plants. Use plant to grow essences used to make materials!
625216,Adds a new unintrusive and invisible lighting block to light up your builds! Now on fabric!
701827,Increase the armor cap of minecraft over 20
391502,Reload the audio driver by simply pressing F3 + R
565640,Slowing the progression of the weapon & tools game.
557692,Advanced Lighting for Minecraft
601907,Simple Conveyor Belts to move items
857543,"A vanilla-style mod that reworks and expands on archery & projectiles, as well as some quality-of-life improvements."
317548,"Make mobs always drop exp and loot, regardless of cause of death."
1016595,"Introducing an adventuring armor quest! Adding +30 beautiful armor sets, new mobs and much more!"
620558,Fly up to Heaven in Minecraft! Find villages with OP loot and build your base in a peaceful environment
517746,Back to basic: start sieving again!
550512,This mod adds many new and balanced crafting recipes that allow the player to obtain creative spawn eggs
661265,"Trap Expansion adds some polished, vanilla style utilities for trapping and killing! "
681733,Slowly repairs items and armor in inventory
530658,🐉 A minimalistic mod that makes the Ender Dragon drop an elytra on death.
866588,Adds quartz ore to the overworld
643567,Fast and crude drilling
580723,Variant wood items made from each type of wood
802936,"When you kill the ender dragon, it will now drop a dragon head."
488160,Fabric version of the Trident Crafting & Structures Mod
916507,"Replaces Origins with an elemental version (fire, water, light, etc...) - Fabric Loader"
255871,Gain hearts of health by killing mobs or consuming heart containers.
918152,This mod allows you to duplicate any item you're holding! 
417786,"A simple lamp that fits fenceposts & walls, also sticks to walls, floors and ceilings! FABRIC and FORGE"
235912,A gem unification mod that also adds tools and armor in a tiered progression.
465433,Enables crosshair in third person view
434711,A simple Fabric 1.16.4 mod that enhances the vanilla food!
529942,🗿 Allows the collection of player heads via command or death event.
678860,Extract biomes from the world and place them anywhere else!
401020,A magic mirror which lets you TP home
677496,Adds aesthetic plants and flowers with a fun farming system
565062,Spawn small golems that help defend your base
552316,Creative utensils in creating mob battles
659582,A small mod that adds Hermit Crabs.
321669,Provides position data to the Mumble Link plugin
527781,🙅 Removes those pesky slimes when you're trying to be creative in a superflat world.
683097,Adds ExNihiloAdscensio's crook. Croop is a dedicated tool for destroying leaves.
528077,☠🐴 Allows skeleton horses to spawn naturally with a skeleton riding it and other tweaks.
653838,With this mod you can crafting all saplings and fungus
545067,Shows possible trajectory of shootable and throwable items
573406,Mod that adds hedgehogs
406876,A port of CC: Tweaked to Fabric.
850918,Lots of new Vanilla Style Weapons for Forge AND Fabric!
498353,Provides an item that teleports to a stored location 
822704,"Limit yourself to a set number of lives in a world, with your health decreasing every respawn!"
615985,"Just like normal carrots, but you eat them twice as fast"
400219,This mod add ducts.
320422,"Fabric mod for support forward player data from proxy, support bungeecord and velocity"
511765,Multiverse alternative for Fabric & Forge!
721752,Vanilla shipwrecks repaired and sailing the seas!
567017,(made for MMD winter jam) this mod is about folklore and fables all around the world about Christmas
527018,All 108 terraria paintings added into the game! But for fabric!
558749,Add ore trees to fabric.
488622,Utility mod for Adventurepack
545613,Perspective animation | Auto third person | Elytra camera roll
494757,"(Outdated) This mod reduces unnecessary GPU and CPU load by reducing the frame rate automatically when you are not operating the Minecraft for a certain period of time. As soon as the user performs any operation, it returns to the original frame rate."
514438,SimpleBCPipes Addon
377933,A simple item magnet
310624,"Dinocraft: Extinction is a fabric mod that brings dinosaurs to life in your Minecraft Worlds! Expand your Minecraft journeys, and develop your Minecraft worlds with new blocks, items, mobs tools, armour, equipment, adventures, fossils and more!"
631182,This mod allows you to craft invisible item frames and use them in a convenient way!
527350,🧟‍♂🐴 Allows zombie horses to spawn with a zombie riding it and other tweaks.
432916,"Adds bone, emerald, obsidian, ender, silver and more!"
650124,Decorate with new floral vines and flower bushes!
527653,🏙 Sets the spawn point in a new world to the center of a village.
363209,Loads resources; a useful modpack utility
541248,🥚 Chicken eggs on hay blocks hatch safely into chicks just before they despawn.
466752,Villagers can talk audible.
895031,"Lots More Food now available for Fabric! Adds over 50+ foods, tools, and items!"
551222,✉️ Easy to configure welcome messages for server players logging in with URL support.
931075,Adds some decorations to the create mod and new tools
539824,🌿 Kelp seaweed naturally filters sea water for rich nutrients. Kelp works like bone meal.
539820,"📛 Adds nametag crafting recipe, command, and named entities drop their tag on death."
530619,🌊 Stone-type block entities left in flowing water turn into clay and sand.
914169,Smelt rotten flesh in a furnace to obtain leather.
448250,Fabric mod that allows protection enchantments on elytra 
387390,Adds Herobrine
493679,Click for other loaders. This mod links your server chat with a channel on your discord server.
535399,Make structures float in floating island worlds
656378,Remove coordinates and some other information from the F3 screen
1003294,Want to farm mob resources in Peaceful mode? This Create addon is there for you!
507757,Adds new items and blocks to make PVP more interesting. 
399140,Easy crafting for base metals
545176,"Allow you to see more easily under lava, when you have fire resistance."
529954,🎴 Makes the totem of undying effect work when it's anywhere in the inventory.
941222,Adds 23 new paintings based on official Minecraft art.
860137,Adds just one item to the game: A Baguette.
815238,"A fork of RebelKeithy's ""Extended Armor Bars"" for Fabric, which moves the armour toughness bar on top of the armour and health bars."
306942,"Bind a item to a inventory slot, Factorio style"
632442,Just some OP scythes.
530225,🌱 Allows players to use normal seeds to transform dirt into (tall) grass.
378238,Clears away (breaks or void) non-ore blocks around player for easy mining
412467,This is mod adds some small extras and changes to vanilla Minecraft!
811191,"Public, Personal, and Team EnderTanks and EnderBuckets"
957861,"This mod adds the cave dweller for fabric but it is much scarier with enhanced model, sounds, texture, behaviour you can configure it in the config credit goes to Idk someguy, Scorchy, SilverDX, Schpalrbo"
534340,Hides fabric from your client! and servers!
880881,Emissive textures with JSON and OptiFine files. 1.16-1.20
694273,adds signs to the MTR mod.
530613,💬 Sends players who join a world for the first time a configurable message.
527586,"🐑 Makes various changes to wool-type block recipes, string conversion and the dyeing process."
845853,Plays legacy console menu sounds
469594,Ever wanted a pig in snowy biomes? No? Well here you go anyway!
621778,Adds a magical device that functions as an ore detector/finder
667690,Turn Piglins into Items an keep them in your pocket!
379040,Obtain useful resources with greater ease
1003151,See how much exp is needed to level up and how much exp you have in total
551146,🔨 All metal-containing items are recyclable in a furnace and return raw materials.
423883,This is a Fabric TickRateChangerMod which allows you to change the game speed. 
381583,The Bukkit/Spigot/Paper plugin API for Fabric
318036,A mod based on cpw's Iron Chests that adds new furnaces to the game.
594828,The Revamped Mod That Is About Alternate Dimensions!
341008,Removes the source block when you fill a water bottle.
501373,Dependency Injection library for Fabric/Quilt mods
497362,"Highly customizable, fast and fully featured solution to factions for Fabric"
394718,Adds sound and crumb particles when you eat cake.
633546,A mod which adds coins which you could use in an economy on a server.
695433,Add key conflict context and key modifier for FabricMC
966104,Create: Metalwork is an add-on for Create that introduces new fluids and crushed ores that can be used to increase the number of ingots received per ore.
828523,The Mod adds different stuff from the bedrock edition with bedrock features and selfmade features
528075,This Mod adds Origins based on Mobs.
397278,Get a dragon egg from every ender dragon.
624238,This mod adds around 240 new Pressure Plates and extracts textures from their respective vanilla Minecraft block
429641,Lightweight Version of the Classic Emerald Mod!
363027,"Jump from wall to wall! Wall jump, double jump, speed jump, fence jump, etc. "
531272,🖼 Easily cycle through placed paintings by right-clicking them with another painting in hand.
822694,"Plays a configurable sound when Minecraft loads and reaches the Main Menu, connects to a server or finishes reloading resources."
528020,A way to generate and provide resources on runtime
510779,Add colored Sea Lanterns
479216,This mod add about 240 new Buttons and pulls textures from the block of minecraft vanilla.
414232,Library for CebbyS mods
580235,Fabric mod that shows a chosen block stat on your InGame Hud
527685,🌲 Harvest full trees and huge mushrooms instantly with an axe. Includes fast leaf decay and sapling placement. Also works for warped (nether) trees. Become a master tree chopper quick in no time.
362825,Adds one item and one block that helps see and detect the current Moon Phase.
537537,A mod that prevents players from trampling farmland while wearing boots with Feather Falling
898554,The perfect car mod for driving and drifting
638805,"Allows you to make dirt paths under fence gates, and more!"
619667,This Minecraft mod adds gamerules
442960,makes the unbreaking enchantment actually make tools unbreakable!
702221,An inspired mod for fabric of the Avaritia that we all love.
619156,Get experience orbs from farming your crops
490459,A clientside mod that returns tridents to the slot you threw it from.
529593,🌧 Adds the ability to stop the rain via a multi-block structure ritual in survival.
449238,Lite Fabric Version of the Weeping Angels Mod
539600,🎣 Automatically re-casts the fishing rod line for a player when an item is caught.
817284,Adds 30 new flavors of cake along with new improvements and mechanics for a better cake experience
412761,Underground dungeons with a twist! An entry for FallFest 2020
531465,🔨 Repair placed anvils with iron ingots and damage them with obsidian.
549916,"Create tougher, more durable equipment."
529950,"🗿 Adds a configurable chance for mobs to drop their head, using vanilla resources only."
400281,The legacy fabric version of the fabric api
985468,Gives you the abiltiy to forge ancient affixed gear with Apotheosis/Zenith!
530391,🐟 Rings a bell held in the offhand when something's on the line while fishing.
585934,🛡 The shield is hidden and provides protection passively when held idle in the offhand.
778615,Automatically time perfect attacks when holding down attack button
627060,Adds a soundmuffler block to minecraft for fabric.
477961,Target Dummies that show damage dealt and can be equipped with armor
487694,An assortment of various things than can generate in your world.
532165,Let dispensers use both buckets and bottles on cauldrons!
477004,makes it so that you get the same amount of stairs from crafting as you get from the stonecutter
426592,Prevents fireproof items from being destroyed or lost to the void.
631603,The remote to control them all. With great power comes great responsibility.
915471,Enjoy delicious s'mores next to a campfire with your friends!
442917," With a few slimeballs, magma cream and honeycomb (or some clay) you can create a throwable torch.  "
947536,An addon mod for Mithion's Mana and Artifice that includes new additional factions!
381905,Provides various area-effect blocks as loot
376224,Access your Enderchest on the go
865948,Unofficial port of Sooty Chimneys over to Fabric.
890557,the trident was modified and now the enchant riptide works differently
477790,Change length of day and night!
434842,Adds a dimension with insane world gen to provide a more challenging and epic world!
640599,Adds Transparent Armor so others can see your skin at all times
529925,💎 Players can find minerals inside stone-type blocks when mining in the overworld and nether.
657742,Convenient Korean Patch Mod
624100,This mod adds a crafting to the trident and some structures
851503,"A unique take on amethyst armor and tools, that just may fit your vibe."
439266,Adds new blocks based on the Concrete block.
496387,Additional content and rebalancing for the nether.
442184,"A lightweight mod to prevent strongholds from being torn up by underground caves, ravines, and structures."
633768,Adds loot drops to the warden and advanced tools and armor to craft from them
528100,Mossy deepslate is here!
976304,A Create mod add-on adding immersive chunk loaders.
834759,An Addon For The Mod Create Adds New Recipes
634876,A modern bedrock-like world creation menu.
506456,Automatically (insta-)mines falling gravel blocks that get in your way while mining.
871442,A library for my decorative Fabric mods 
963444,Stack Size Edit [Fabric] is a mod that allows you to edit the stack size limit.
241982,"Taming tribal fairies for silliness, fun, and profit!"
558032,"A mod that adds a little vanilla to the dungeons, ideal for creating your most beautiful monster farm."
380345,Vanilla friendly high nutrition foods without killing
447592,Expands on the blocks in minecraft!
514716,Simple random ore for Fabric with configurable ore generation.
530222,⚔ The grindstone (wet stone) can temporarily increase the damage of tools used on it.
439805,Disables farmland trampling
338778,Compact End-themed expansion.
939821,"Stack different slabs into one block, adds slab variants for every block, and craft blocks from slabs"
483284,Adds 2 New Origins - Sakisiil's Bumblebee and Raccoon Boi
538881,"Displays the timer with Speedrun RTA, IGT in Minecraft"
396184,Adds koi fish with many variants!
548518,Status effect display overhaul: Display them anywhere! And way more compact.
581847,More immersive alternative for WAILA for Fabric
842580,Makes the player able to dye beds in the crafting menu
293728,Not just your traditional swords...
528123,🙊 Silence or mute mobs and villager with The Silence Stick.
875775,"Adds dozens of new bricks to the game, like sandstone, basalt, granite, diorite, andesite, terracotta, and concrete bricks, and their variants."
525303,"new Hud for the clock, compass, lodestone compass, recovery compass and gps. also you can use Trinkets / Baubles / Curios, now you have a new item frame hud for the items"
633367,This mod adds around 240 new Fences & Gates and extracts textures from their respective vanilla Minecraft block
615448,Let your boats Jump!
432776,More options for creating dynamic item models
646607,Prevent nether portals from closing GUIs.
568024,This mod adds around 240 new Slabs and extracts textures from their respective vanilla Minecraft block
564161,Ensure your server is loaded into the multiplayer on first run.
634550,Extension mod for FancyMenu to use real videos in layouts.
402750,Iron Chests Port for Fabric 1.16.2
724119,A simple currency/economy mod that allows you to safely trade in a multiplayer environment.
257007,Remove Mouseover Highlight - Remove Selection Box
522786,"a fork of ""Dance of Growth"""
581139,A single ring that can get one of 41 random powers
476415,Attract villagers looking for work
871620,"Find baby monsters, tame them, and build yourself a tiny army!"
